id;question;correct;distractor1;distractor2;distractor3;grade;visible
3161;[["text","◯_▷"]];[["text","nž"]];[["text","ž"]];;;0;1
3162;[["text","▷_▽◁"]];[["text","nž"]];[["text","ž"]];;;0;1
3163;[["text","△_◁"]];[["text","jž"]];[["text","ž"]];;;0;1
3164;[["text","△◯◯◁◁_◯"]];[["text","ž"]];[["text","nž"]];;;0;1
3165;[["text","▷_▽▽"]];[["text","ž"]];[["text","nž"]];;;0;1
3166;[["text","◁▽◁▽▷_▽"]];[["text","ž"]];[["text","nž"]];;;0;1
3167;[["text","◁_◁"]];[["text","níž"]];[["text","jíž"]];;;0;1
3168;[["text","▽◯△_△△"]];[["text","n"]];[["text","j"]];;;0;1
3169;[["text","▷▷_◯◯"]];[["text","jež"]];[["text","jíž"]];;;0;1
3170;[["text","◯▽_▷"]];[["text","ž"]];[["text","nž"]];;;0;1
3171;[["text","△_▷◯◯▷▷"]];[["text","ji"]];[["text","ni"]];;;0;1
3172;[["text","◯_▽"]];[["text","ni"]];[["text","ji"]];;;0;1
3173;[["text","◯△_▽◁◁◁"]];[["text","ji"]];[["text","ni"]];;;0;1
3174;[["text","◁◁▷_◯▷△"]];[["text","nž"]];[["text","ž"]];;;0;1
3175;[["text","▽_▷△"]];[["text","ní"]];[["text","jí"]];;;0;1
3177;[["text","▽△_△"]];[["text","jež"]];[["text","jíž"]];;;0;1
3219;[["text","▷▷△_▷"]];[["text","Na s"]];[["text","Nas"]];;;0;1
3221;[["text","▷_▽◁▷▷"]];[["text","ú"]];[["text","ů"]];;;0;1
3222;[["text","◁_◁"]];[["text","ů"]];[["text","ú"]];;;0;1
3223;[["text","△◁_▷◯"]];[["text","ú"]];[["text","ů"]];;;0;1
3224;[["text","▽◁△_▷▽◁▷"]];[["text","ů"]];[["text","ú"]];;;0;1
3225;[["text","▷◁◁△_◁▽◯"]];[["text","ú"]];[["text","ů"]];;;0;1
3226;[["text","◯_◁"]];[["text","ú"]];[["text","ů"]];;;0;1
3227;[["text","▷_▽◁△△▽"]];[["text","ů"]];[["text","ú"]];;;0;1
3228;[["text","△◯◯_▽"]];[["text","ú"]];[["text","ů"]];;;0;1
3229;[["text","◯▽▽◯◯◯_◁"]];[["text","ů"]];[["text","ú"]];;;0;1
3230;[["text","◁△_▷"]];[["text","ů"]];[["text","ú"]];;;0;1
3231;[["text","◯◯_◁"]];[["text","ú"]];[["text","ů"]];;;0;1
3232;[["text","◯▽◯_◯"]];[["text","ů"]];[["text","ú"]];;;0;1
3233;[["text","△▽▽_◯◯"]];[["text","ú"]];[["text","ů"]];;;0;1
3234;[["text","◁△◁_◯"]];[["text","ú"]];[["text","ů"]];;;0;1
3235;[["text","△_△"]];[["text","ú"]];[["text","ů"]];;;0;1
3236;[["text","▽_▷◯▷◯"]];[["text","ú"]];[["text","ů"]];;;0;1
3237;[["text","◯_▷◁▷"]];[["text","ů"]];[["text","ú"]];;;0;1
3238;[["text","◯_◁▷▽"]];[["text","ů"]];[["text","ú"]];;;0;1
3239;[["text","▽_◯◁"]];[["text","ú"]];[["text","ů"]];;;0;1
3240;[["text","◯◯_▷◁"]];[["text","ú"]];[["text","ů"]];;;0;1
3241;[["text","◁◯▷_▽"]];[["text","ů"]];[["text","ú"]];;;0;1
3242;[["text","◯_△▽▷▽◁△"]];[["text","ů"]];[["text","ú"]];;;0;1
3243;[["text","▷_▽◯"]];[["text","ů"]];[["text","ú"]];;;0;1
3244;[["text","▽▷▷◁△_▽◁"]];[["text","ú"]];[["text","ů"]];;;0;1
3245;[["text","▽_◁"]];[["text","ú"]];[["text","ů"]];;;0;1
3246;[["text","▷▽▽◯_◁◁◁"]];[["text","ú"]];[["text","ů"]];;;0;1
3247;[["text","▽◯_▽△"]];[["text","ů"]];[["text","ú"]];;;0;1
3248;[["text","▷◯_◯"]];[["text","ú"]];[["text","u"]];;;0;1
3249;[["text","▷_△▽▷◁"]];[["text","ú"]];[["text","ů"]];;;0;1
3250;[["text","▽◯▽▽▷_▽△"]];[["text","ú"]];[["text","ů"]];;;0;1
3251;[["text","▽◁△▷△_◯▷"]];[["text","ů"]];[["text","ú"]];;;0;1
3252;[["text","◯_▽"]];[["text","ú"]];[["text","ů"]];;;0;1
3253;[["text","△◯_▷◯"]];[["text","ů"]];[["text","ú"]];;;0;1
3254;[["text","▽◁◁◁▽_▽▽"]];[["text","ú"]];[["text","u"]];;;0;1
3255;[["text","◯◯_▷▷◯◯"]];[["text","ú"]];[["text","u"]];;;0;1
3256;[["text","▽△△◯◯_▽▽"]];[["text","ú"]];[["text","ů"]];;;0;1
3257;[["text","△△△▽▷△_▽"]];[["text","ů"]];[["text","ú"]];;;0;1
3258;[["text","△◯_△▷◁"]];[["text","u"]];[["text","ů"]];;;0;1
3259;[["text","◁_▽"]];[["text","ů"]];[["text","u"]];;;0;1
3260;[["text","△▷◁_△△"]];[["text","u"]];[["text","ů"]];;;0;1
3261;[["text","△_◁"]];[["text","ů"]];[["text","ú"]];;;0;1
3262;[["text","◯_◁"]];[["text","u"]];[["text","ů"]];;;0;1
3264;[["text","▽_▷◯"]];[["text","u"]];[["text","ů"]];;;0;1
3265;[["text","▷△▽▷◯_◯"]];[["text","u"]];[["text","ů"]];;;0;1
3266;[["text","▽◁◯▷_▷"]];[["text","ú"]];[["text","ů"]];;;0;1
3267;[["text","◁△_▽"]];[["text","ú"]];[["text","ů"]];;;0;1
3268;[["text","◯▷△_◯"]];[["text","ú"]];[["text","ů"]];;;0;1
3269;[["text","▽◯◯△△_△"]];[["text","u"]];[["text","ů"]];;;0;1
3270;[["text","▷▷_▷"]];[["text","ú"]];[["text","ů"]];;;0;1
3271;[["text","◁_◯"]];[["text","ú"]];[["text","ů"]];;;0;1
3272;[["text","◯_△"]];[["text","ú"]];[["text","ů"]];;;0;1
3273;[["text","▽△_◁"]];[["text","ů"]];[["text","ú"]];;;0;1
3274;[["text","◁_◁△▷"]];[["text","ú"]];[["text","ů"]];;;0;1
3275;[["text","◯▷_△▽▷▽"]];[["text","ů"]];[["text","ú"]];;;0;1
3276;[["text","△▷△△_▽"]];[["text","ú"]];[["text","ů"]];;;0;1
3277;[["text","◁_▽▽"]];[["text","ú"]];[["text","ů"]];;;0;1
3278;[["text","▷_△▷"]];[["text","ú"]];[["text","ů"]];;;0;1
3279;[["text","◯◁▽◁▷_△▷"]];[["text","ú"]];[["text","ů"]];;;0;1
3280;[["text","▽_◯△◯◁▽"]];[["text","u"]];[["text","ů"]];;;0;1
3281;[["text","▷_△"]];[["text","ú"]];[["text","ů"]];;;0;1
3282;[["text","◯△_▷"]];[["text","ú"]];[["text","ů"]];;;0;1
3283;[["text","▽◁_▷◁◯◁◁"]];[["text","ú"]];[["text","ů"]];;;0;1
3284;[["text","△_◯◯◁"]];[["text","ů"]];[["text","ú"]];;;0;1
3285;[["text","◯◯◯△▷_▷"]];[["text","ů"]];[["text","ú"]];;;0;1
3286;[["text","▷_◁"]];[["text","ú"]];[["text","ů"]];;;0;1
3287;[["text","▽▽_◁▷"]];[["text","ů"]];[["text","ú"]];;;0;1
3288;[["text","◯▷_◯"]];[["text","ů"]];[["text","ú"]];;;0;1
3289;[["text","◯▽◁◯_▷"]];[["text","ů"]];[["text","u"]];;;0;1
3290;[["text","◁◁◯▷_▷"]];[["text","ů"]];[["text","ú"]];;;0;1
3291;[["text","▷◁_◯"]];[["text","u"]];[["text","ů"]];;;0;1
3292;[["text","▷△▷_◯△"]];[["text","ú"]];[["text","ů"]];;;0;1
3293;[["text","◯_△◯◯△△"]];[["text","ů"]];[["text","u"]];;;0;1
3294;[["text","◯△◯_◁△"]];[["text","ů"]];[["text","ú"]];;;0;1
3295;[["text","◁▽△▽_▽▽▽"]];[["text","ú"]];[["text","u"]];;;0;1
3296;[["text","▷▽_◯"]];[["text","ů"]];[["text","ú"]];;;0;1
3297;[["text","△◯▷_◁"]];[["text","ú"]];[["text","u"]];;;0;1
3298;[["text","▷▽_▽"]];[["text","ů"]];[["text","ú"]];;;0;1
3299;[["text","◯_△"]];[["text","ú"]];[["text","ů"]];;;0;1
3300;[["text","◁▽◯▽△◯_▽"]];[["text","ú"]];[["text","u"]];;;0;1
3301;[["text","△_◯△▽▷△▽"]];[["text","ů"]];[["text","ú"]];;;0;1
3302;[["text","◁△_▽"]];[["text","ú"]];[["text","ů"]];;;0;1
3303;[["text","◁_◁△▽◁▽"]];[["text","ú"]];[["text","ů"]];;;0;1
3304;[["text","◯◁_▽◯△"]];[["text","ú"]];[["text","u"]];;;0;1
3305;[["text","▽◯_▷△"]];[["text","ů"]];[["text","ú"]];;;0;1
3306;[["text","△◯_◯"]];[["text","ů"]];[["text","u"]];;;0;1
3307;[["text","△▽▷_△"]];[["text","u"]];[["text","ů"]];;;0;1
3309;[["text","▷△_◯◁▷◁"]];[["text","ú"]];[["text","ů"]];;;0;1
3310;[["text","▽_▷◯▽◯"]];[["text","úú"]];[["text","ůů"]];;;0;1
3311;[["text","◁▷▷▷_▷"]];[["text","ú"]];[["text","ů"]];;;0;1
3312;[["text","◯_▽"]];[["text","ú"]];[["text","ů"]];;;0;1
3313;[["text","◁◁◯△_▷◁▷"]];[["text","ů"]];[["text","ú"]];;;0;1
3314;[["text","◁△◯◯◁_▽▷"]];[["text","ů"]];[["text","ú"]];;;0;1
3315;[["text","▽△◯◯_▽◯▽"]];[["text","ů"]];[["text","ú"]];;;0;1
3316;[["text","△_◁△◯◯"]];[["text","ú"]];[["text","u"]];;;0;1
3317;[["text","▽◁◯_◁▷◯△"]];[["text","ů"]];[["text","u"]];;;0;1
3318;[["text","◯_◯◯◯△"]];[["text","ú"]];[["text","ů"]];;;0;1
3320;[["text","◯▷◯▷◁_△"]];[["text","i"]];[["text","í"]];;;0;1
3321;[["text","▷◯◁_△"]];[["text","o"]];[["text","ó"]];;;0;1
3322;[["text","◯◁_◁"]];[["text","e"]];[["text","é"]];;;0;1
3323;[["text","◁▽▷▷◯_▷"]];[["text","é"]];[["text","e"]];;;0;1
3324;[["text","▽_◯◯◯"]];[["text","o"]];[["text","ó"]];;;0;1
3325;[["text","◁_▽▽◁△△◯"]];[["text","ó"]];[["text","o"]];;;0;1
3326;[["text","▷△◯▷◯▽_△"]];[["text","u"]];[["text","ú"]];;;0;1
3327;[["text","▷_▽◁◯"]];[["text","á"]];[["text","a"]];;;0;1
3328;[["text","▽_△"]];[["text","á"]];[["text","a"]];;;0;1
3329;[["text","△◁_▷▷▽◯▽"]];[["text","á"]];[["text","a"]];;;0;1
3330;[["text","△△_▽"]];[["text","i"]];[["text","í"]];;;0;1
3331;[["text","▷▷_◁▽△▷"]];[["text","i"]];[["text","í"]];;;0;1
3332;[["text","▽_◯◯△"]];[["text","í"]];[["text","i"]];;;0;1
3333;[["text","△◯_▽"]];[["text","í"]];[["text","i"]];;;0;1
3334;[["text","▽_◯◁"]];[["text","í"]];[["text","i"]];;;0;1
3335;[["text","▷_▽◁"]];[["text","í"]];[["text","i"]];;;0;1
3336;[["text","◁◯△◯_◁△"]];[["text","í"]];[["text","i"]];;;0;1
3337;[["text","◯_◯◯"]];[["text","i"]];[["text","í"]];;;0;1
3338;[["text","◁_▷▽◯"]];[["text","í"]];[["text","i"]];;;0;1
3339;[["text","◯◁_▽"]];[["text","i"]];[["text","í"]];;;0;1
3340;[["text","▽_△◯"]];[["text","í"]];[["text","i"]];;;0;1
3341;[["text","△▽◯_◁"]];[["text","i"]];[["text","í"]];;;0;1
3342;[["text","◯_△◯◯◯"]];[["text","i"]];[["text","í"]];;;0;1
3343;[["text","◯_△"]];[["text","i"]];[["text","í"]];;;0;1
3344;[["text","◁◯_▽▷▽◁"]];[["text","i"]];[["text","í"]];;;0;1
3345;[["text","▷◁△◯_△▽"]];[["text","i"]];[["text","í"]];;;0;1
3346;[["text","◁◁_▽"]];[["text","i"]];[["text","í"]];;;0;1
3348;[["text","◁▷◁_◁"]];[["text","i"]];[["text","í"]];;;0;1
3349;[["text","▷_▷▷"]];[["text","i"]];[["text","í"]];;;0;1
3350;[["text","△△_▷▽"]];[["text","í"]];[["text","i"]];;;0;1
3351;[["text","◯_▽▽◯◁"]];[["text","i"]];[["text","í"]];;;0;1
3352;[["text","△_▽▷▽"]];[["text","í"]];[["text","i"]];;;0;1
3353;[["text","◯△▷_▽◯"]];[["text","i"]];[["text","í"]];;;0;1
3354;[["text","▷_◁◯"]];[["text","i"]];[["text","í"]];;;0;1
3355;[["text","▽▽_△"]];[["text","í"]];[["text","i"]];;;0;1
3356;[["text","◯◯▽▷_▽"]];[["text","i"]];[["text","í"]];;;0;1
3357;[["text","◁△_△◁"]];[["text","í"]];[["text","i"]];;;0;1
3358;[["text","△△◯▽_▽"]];[["text","í"]];[["text","i"]];;;0;1
3359;[["text","◯_△"]];[["text","i"]];[["text","í"]];;;0;1
3360;[["text","◁◯◯_◯◯◯"]];[["text","ý"]];[["text","y"]];;;0;1
3361;[["text","◁_◯"]];[["text","i"]];[["text","í"]];;;0;1
3362;[["text","◯▷_◯"]];[["text","y"]];[["text","ý"]];;;0;1
3363;[["text","◁△▷▽_◁"]];[["text","y"]];[["text","ý"]];;;0;1
3365;[["text","△▽◁◁_◁"]];[["text","i"]];[["text","mi"]];;;0;1
3366;[["text","▷▷◁▽_◯▽◁"]];[["text","i"]];[["text","mi"]];;;0;1
3367;[["text","◁_▽△▷◯◯"]];[["text","i"]];[["text","mi"]];;;0;1
3368;[["text","▽_△◁"]];[["text","i"]];[["text","emi"]];;;0;1
3369;[["text","▽_△"]];[["text","i"]];[["text","mi"]];;;0;1
3370;[["text","▷◁◯◯▽_△"]];[["text","i"]];[["text","ema"]];;;0;1
3371;[["text","◁△◁_△"]];[["text","i"]];[["text","ema"]];;;0;1
3372;[["text","▷▷◯_△▽▷"]];[["text","i"]];[["text","mi"]];;;0;1
3373;[["text","▽_▷◁▷"]];[["text","i"]];[["text","í"]];;;0;1
3374;[["text","△◯▽▽_◁▷△"]];[["text","i"]];[["text","í"]];;;0;1
3375;[["text","△△_▽△"]];[["text","í"]];[["text","i"]];;;0;1
3376;[["text","◁△△◁◁_◯"]];[["text","i"]];[["text","í"]];;;0;1
3377;[["text","▽▽▷△▷_◁"]];[["text","i"]];[["text","í"]];;;0;1
3378;[["text","◯◁_▷◁▷"]];[["text","i"]];[["text","í"]];;;0;1
3379;[["text","▽◁_▽"]];[["text","i"]];[["text","í"]];;;0;1
3380;[["text","▽△▷_△◁◯"]];[["text","i"]];[["text","í"]];;;0;1
3381;[["text","▷◯△△_◯▽◯"]];[["text","í"]];[["text","i"]];;;0;1
3382;[["text","▽_△"]];[["text","i"]];[["text","í"]];;;0;1
3383;[["text","△◁_▽◯▽"]];[["text","i"]];[["text","í"]];;;0;1
3384;[["text","△_◁◯"]];[["text","i"]];[["text","í"]];;;0;1
3385;[["text","▷△▷△▽_◁◯"]];[["text","í"]];[["text","i"]];;;0;1
3386;[["text","◁◁△_▽△▽"]];[["text","í"]];[["text","i"]];;;0;1
3387;[["text","△▽◁△◯_▽"]];[["text","i"]];[["text","í"]];;;0;1
3388;[["text","△◁◁◁◯_◯▷"]];[["text","i"]];[["text","í"]];;;0;1
3389;[["text","△◁▽_▷"]];[["text","i"]];[["text","í"]];;;0;1
3390;[["text","▽◯▷▷◯_◯"]];[["text","í"]];[["text","i"]];;;0;1
3391;[["text","△▽△_◯"]];[["text","i"]];[["text","í"]];;;0;1
3392;[["text","△_△▷▽◯"]];[["text","i"]];[["text","í"]];;;0;1
3393;[["text","▷▷_◁△▷◁▽"]];[["text","i"]];[["text","í"]];;;0;1
3394;[["text","▷▽◯▽△_◁△"]];[["text","i"]];[["text","í"]];;;0;1
3395;[["text","◁◁▽_▽◁◁"]];[["text","i"]];[["text","í"]];;;0;1
3396;[["text","▽_◁"]];[["text","í"]];[["text","i"]];;;0;1
3397;[["text","◯◯◁▽_◯▽"]];[["text","í"]];[["text","i"]];;;0;1
3398;[["text","◁▷▷▽_▽"]];[["text","i"]];[["text","í"]];;;0;1
3399;[["text","◯▽_◯△"]];[["text","i"]];[["text","í"]];;;0;1
3400;[["text","◯_▽◁◁▷◯▽"]];[["text","í"]];[["text","i"]];;;0;1
3401;[["text","▷△▷▷_▷▽"]];[["text","i"]];[["text","í"]];;;0;1
3402;[["text","◯◁◁_△"]];[["text","pí"]];[["text","pí."]];;;0;1
3405;[["text","◁◯△▽△△_▽"]];[["text","j. č."]];[["text","jč."]];;;0;1
3408;[["text","◁△_△▽△"]];[["text","t. r."]];[["text","tr."]];;;0;1
3416;[["text","▽_◁"]];[["text","st."]];[["text","st"]];;;0;1
3417;[["text","△_◯◯△"]];[["text","ml."]];[["text","ml"]];;;0;1
3418;[["text","▽◁▽▷△_◁"]];[["text","zvl."]];[["text","zvl"]];;;0;1
3423;[["text","◯◯◁▽_◯◯"]];[["text","p."]];[["text","p"]];;;0;1
3424;[["text","◯▷_◁"]];[["text","n. "]];[["text","n.-"]];;;0;1
3429;[["text","▽_◯◯◯◯▷"]];[["text","kpt."]];[["text","kpt"]];;;0;1
3431;[["text","▷_◁◯"]];[["text","mjr."]];[["text","Mjr"]];;;0;1
3434;[["text","▽_△▽"]];[["text","Rkp."]];[["text","Rkp"]];;;0;1
3436;[["text","△◯◁▷_▷△▷"]];[["text","vs."]];[["text","vs"]];;;0;1
3438;[["text","◁_◯◁▽◁"]];[["text","atd."]];[["text","atd"]];;;0;1
3453;[["text","◯◁_▽"]];[["text","NP"]];[["text","NP."]];;;0;1
3460;[["text","▽_◁▷▷"]];[["text","Mgr."]];[["text","Mgr"]];;;0;1
3470;[["text","◁_◁"]];[["text","20."]];[["text","20"]];;;0;1
3472;[["text","▽_◁◁◯"]];[["text","III."]];[["text","III"]];;;0;1
3473;[["text","◁_△▷△"]];[["text","15."]];[["text","15"]];;;0;1
3488;[["text","▷_▽"]];[["text","3 : 2"]];[["text","3:2"]];;;0;0
3492;[["text","◯_▽"]];[["text","5%"]];[["text","5 %"]];;;0;1
3499;[["text","◯_▽▷▽▽▽"]];[["text","4 : 5"]];[["text","4:5"]];;;0;1
3503;[["text","◁_△▽▽"]];[["text","5×"]];[["text","5 ×"]];;;0;1
3504;[["text","◯◯△◁▽_△▷"]];[["text","z"]];[["text","s"]];;;0;1
3505;[["text","▽_△△◯▽◁"]];[["text","z"]];[["text","s"]];;;0;1
3506;[["text","▷◁△◁▽◁_◯"]];[["text","s"]];[["text","z"]];;;0;1
3507;[["text","▷◁▷◁▷_▽◯"]];[["text","z"]];[["text","s"]];;;0;1
3508;[["text","◯◁△_△◯◯▽"]];[["text","z"]];[["text","s"]];;;0;1
3509;[["text","◁_◯◯"]];[["text","z"]];[["text","s"]];;;0;1
3510;[["text","◁_▷◁△▽◁△"]];[["text","z"]];[["text","s"]];;;0;1
3511;[["text","▷_◁"]];[["text","z"]];[["text","s"]];;;0;1
3512;[["text","◁_▽▷"]];[["text","z"]];[["text","s"]];;;0;1
3513;[["text","△_△▷◁"]];[["text","z"]];[["text","s"]];;;0;1
3514;[["text","◁_△◯◁"]];[["text","z"]];[["text","s"]];;;0;1
3515;[["text","◁_◁"]];[["text","z"]];[["text","s"]];;;0;1
3516;[["text","◁_◯▷△▷◁◁"]];[["text","z"]];[["text","s"]];;;0;1
3517;[["text","◯△◯_◁◁◁▷"]];[["text","z"]];[["text","s"]];;;0;1
3518;[["text","△_▽"]];[["text","z"]];[["text","s"]];;;0;1
3519;[["text","△△_◁△"]];[["text","z"]];[["text","s"]];;;0;1
3520;[["text","▷_◁△△◯◯"]];[["text","z"]];[["text","s"]];;;0;1
3521;[["text","◯◯△◁_▽▽"]];[["text","z"]];[["text","s"]];;;0;1
3522;[["text","▷▽◁_▽△"]];[["text","z"]];[["text","s"]];;;0;1
3523;[["text","◁▽▷◯_▽◯△"]];[["text","z"]];[["text","s"]];;;0;1
3524;[["text","▽◁△_△△△"]];[["text","z"]];[["text","s"]];;;0;1
3525;[["text","▽◁◯▷◯_▽"]];[["text","z"]];[["text","s"]];;;0;1
3526;[["text","◯▷▷_◁◯◯"]];[["text","z"]];[["text","s"]];;;0;1
3527;[["text","▷◯_▷▽"]];[["text","z"]];[["text","s"]];;;0;1
3528;[["text","▷◁_◯▽"]];[["text","z"]];[["text","s"]];;;0;1
3529;[["text","◁_▽▷◯"]];[["text","z"]];[["text","s"]];;;0;1
3530;[["text","▷_▷▽"]];[["text","z"]];[["text","s"]];;;0;1
3531;[["text","▽▽△▷▽△_▷"]];[["text","z"]];[["text","s"]];;;0;0
3532;[["text","▷_▷▽"]];[["text","z"]];[["text","s"]];;;0;1
3533;[["text","◯_▷▽△▷△▷"]];[["text","z"]];[["text","s"]];;;0;1
3534;[["text","▷△▷▽_◯◁"]];[["text","z"]];[["text","s"]];;;0;1
3535;[["text","▷_◁"]];[["text","z"]];[["text","s"]];;;0;1
3536;[["text","△◁_◁◁◁"]];[["text","z"]];[["text","s"]];;;0;1
3537;[["text","▷◁_▽▽▽▷◯"]];[["text","z"]];[["text","s"]];;;0;1
3538;[["text","△_◯"]];[["text","z"]];[["text","s"]];;;0;1
3539;[["text","▷_◯"]];[["text","z"]];[["text","s"]];;;0;1
3540;[["text","△_◯◁"]];[["text","z"]];[["text","s"]];;;0;1
3541;[["text","▽△▷▷_▽"]];[["text","z"]];[["text","s"]];;;0;1
3542;[["text","◯△_△▽"]];[["text","z"]];[["text","s"]];;;0;1
3543;[["text","◯_▷◁△▽▷"]];[["text","z"]];[["text","s"]];;;0;1
3544;[["text","◁_◯▽◯◯◯"]];[["text","z"]];[["text","s"]];;;0;1
3545;[["text","▷_▽▷◁◁△"]];[["text","z"]];[["text","s"]];;;0;1
3546;[["text","▽▽△◯▷_▽▽"]];[["text","z"]];[["text","s"]];;;0;1
3547;[["text","◁◯_▽◁▷"]];[["text","z"]];[["text","s"]];;;0;1
3548;[["text","◯_▷◁◯"]];[["text","z"]];[["text","s"]];;;0;1
3549;[["text","△▷◯_△◯"]];[["text","z"]];[["text","s"]];;;0;1
3550;[["text","▽_▽"]];[["text","z"]];[["text","s"]];;;0;1
3551;[["text","▷▽▽_◁◁△◯"]];[["text","z"]];[["text","s"]];;;0;1
3552;[["text","◁_◁"]];[["text","s"]];[["text","z"]];;;0;1
3553;[["text","◯▽_△"]];[["text","z"]];[["text","s"]];;;0;1
3554;[["text","△◯▽◁▷◁_▷"]];[["text","s"]];[["text","z"]];;;0;1
3555;[["text","◯◁_△"]];[["text","z"]];[["text","s"]];;;0;1
3556;[["text","◯▷△▽_△"]];[["text","s"]];[["text","z"]];;;0;1
3557;[["text","▷◯△_◯▷▽▷"]];[["text","s"]];[["text","z"]];;;0;1
3558;[["text","▷_◁▷△▷◁◯"]];[["text","s"]];[["text","z"]];;;0;1
3559;[["text","▽_◁△"]];[["text","s"]];[["text","z"]];;;0;1
3560;[["text","▽◁_◯"]];[["text","s"]];[["text","z"]];;;0;1
3561;[["text","▷▽_△▽△▽"]];[["text","z"]];[["text","s"]];;;0;1
3562;[["text","△_△◁▷"]];[["text","s"]];[["text","z"]];;;0;1
3563;[["text","▷_▽▽"]];[["text","o"]];[["text","ó"]];;;0;1
3564;[["text","◁△◯_△△◁"]];[["text","á"]];[["text","a"]];;;0;1
3565;[["text","△▷_▷▽"]];[["text","é"]];[["text","e"]];;;0;1
3566;[["text","▽◁◯_◯◯"]];[["text","í"]];[["text","i"]];;;0;1
3567;[["text","▽△▷_▽◯"]];[["text","é"]];[["text","e"]];;;0;1
3568;[["text","◯△_▽"]];[["text","í"]];[["text","i"]];;;0;1
3569;[["text","◁_◁"]];[["text","i"]];[["text","ý"]];;;0;1
3570;[["text","◯◯_▽△"]];[["text","e"]];[["text","é"]];;;0;1
3571;[["text","▽_▽▷△▽"]];[["text","i"]];[["text","í"]];;;0;1
3572;[["text","▷_▽▷△◁"]];[["text","é"]];[["text","e"]];;;0;1
3573;[["text","◁▽△△◯_▷◯"]];[["text","o"]];[["text","ó"]];;;0;1
3574;[["text","△▽▷_△▷"]];[["text","ú"]];[["text","ů"]];;;0;1
3575;[["text","◁▽▷◯_△◯"]];[["text","i"]];[["text","í"]];;;0;1
3576;[["text","◯_▽"]];[["text","o"]];[["text","ó"]];;;0;1
3577;[["text","△_◯◯"]];[["text","u"]];[["text","ú"]];;;0;1
3578;[["text","◯▷_▽▷"]];[["text","é"]];[["text","e"]];;;0;1
3579;[["text","▽▷_▷◁"]];[["text","e"]];[["text","é"]];;;0;1
3580;[["text","▽▷◯_◯"]];[["text","í"]];[["text","i"]];;;0;1
3581;[["text","◁_◁◁"]];[["text","i"]];[["text","í"]];;;0;1
3582;[["text","▷△_▽"]];[["text","é"]];[["text","e"]];;;0;1
3583;[["text","△▷_△◁△"]];[["text","é"]];[["text","e"]];;;0;1
3584;[["text","◁_△◯"]];[["text","ó"]];[["text","o"]];;;0;1
3585;[["text","▽_◯"]];[["text","é"]];[["text","e"]];;;0;1
3586;[["text","◯◁_▽△"]];[["text","e"]];[["text","é"]];;;0;1
3587;[["text","◯_△"]];[["text","é"]];[["text","e"]];;;0;1
3588;[["text","△◯▷_▷"]];[["text","é"]];[["text","e"]];;;0;1
3589;[["text","▷△▽◁_▷"]];[["text","o"]];[["text","ó"]];;;0;1
3590;[["text","▷▷_▷△"]];[["text","ú"]];[["text","u"]];;;0;1
3591;[["text","▷◯▷▷▽_◁"]];[["text","ú"]];[["text","u"]];;;0;1
3592;[["text","▽▷△◁▽_▷◯"]];[["text","ú"]];[["text","u"]];;;0;1
3593;[["text","▽_◁"]];[["text","ú"]];[["text","u"]];;;0;1
3594;[["text","▷◁◯_△"]];[["text","ú"]];[["text","u"]];;;0;1
3595;[["text","▽◁△◯_△△"]];[["text","ú"]];[["text","u"]];;;0;1
3596;[["text","◁_▷"]];[["text","i"]];[["text","í"]];;;0;1
3597;[["text","▽▽△_△"]];[["text","e"]];[["text","é"]];;;0;1
3598;[["text","▽_▷◁"]];[["text","é"]];[["text","e"]];;;0;1
3599;[["text","△_▷"]];[["text","o"]];[["text","ó"]];;;0;1
3600;[["text","▷_◁◯◯▷"]];[["text","o"]];[["text","ó"]];;;0;1
3601;[["text","◯_△"]];[["text","á"]];[["text","a"]];;;0;1
3602;[["text","▷◁_▷"]];[["text","á"]];[["text","a"]];;;0;1
3603;[["text","◁◁◁_◯"]];[["text","e"]];[["text","é"]];;;0;1
3604;[["text","◯_▽▽◁◁◁△"]];[["text","é"]];[["text","e"]];;;0;1
3605;[["text","△◯_◁△◁◯▷"]];[["text","é"]];[["text","e"]];;;0;1
3606;[["text","◁◯_◯▽"]];[["text","é"]];[["text","e"]];;;0;1
3607;[["text","▷◁△▷▽_△"]];[["text","o"]];[["text","ó"]];;;0;1
3608;[["text","▷◯▽△_△◯"]];[["text","i"]];[["text","í"]];;;0;1
3609;[["text","△◯_▽▽"]];[["text","í"]];[["text","i"]];;;0;1
3610;[["text","▷◁△△◯◯_△"]];[["text","i"]];[["text","í"]];;;0;1
3611;[["text","◯▷▷_◁"]];[["text","á"]];[["text","a"]];;;0;1
3612;[["text","◯_◁"]];[["text","o"]];[["text","ó"]];;;0;1
3613;[["text","◯_◁"]];[["text","i"]];[["text","í"]];;;0;1
3614;[["text","△_▷△◯"]];[["text","é"]];[["text","e"]];;;0;1
3615;[["text","△_△◯△◁"]];[["text","é"]];[["text","e"]];;;0;1
3616;[["text","◯_◁"]];[["text","é"]];[["text","e"]];;;0;1
3617;[["text","◯_◁"]];[["text","i"]];[["text","í"]];;;0;1
3618;[["text","△_◯"]];[["text","v"]];[["text","u"]];;;0;1
3619;[["text","▷△◁▷▷_◁"]];[["text","é"]];[["text","e"]];;;0;1
3622;[["text","◯▷▽_▽▷"]];[["text","s"]];[["text","t"]];;;0;1
