id;ps;problem
10383;157;5012
10384;157;5013
10385;149;5014
10386;149;5015
10387;149;5016
10388;149;5017
10389;149;5018
10390;149;5019
10391;149;5020
10392;149;5021
10393;149;5022
10394;149;5023
10395;149;5024
10396;149;5025
10397;149;5026
10398;149;5027
10399;149;5028
10400;111;5029
10401;117;5030
10402;129;5031
10403;129;5032
10404;129;5033
10405;131;5034
10406;130;5035
10407;131;5036
10408;130;5037
10409;129;5038
10410;131;5039
10411;131;5040
10412;131;5041
10413;131;5042
10414;129;5043
10415;131;5044
10416;130;5045
10417;129;5046
10418;130;5047
10419;130;5048
10420;131;5049
10421;129;5050
10422;129;5051
10423;129;5052
10424;129;5053
10425;131;5054
10426;130;5055
10427;131;5056
10428;130;5057
10429;129;5058
10430;129;5059
10431;129;5060
10432;131;5061
10433;130;5062
10434;130;5063
10435;129;5064
10436;130;5065
10437;130;5066
10438;130;5067
10439;130;5068
10440;130;5069
10441;131;5070
10442;130;5071
10443;130;5072
10444;131;5073
10445;120;5142
10446;120;5143
10447;120;5144
10448;120;5145
10449;121;5146
10450;120;5147
10451;121;5148
10452;121;5149
10453;122;5150
10454;120;5151
10455;120;5152
10456;120;5153
10457;122;5154
10458;122;5155
10459;121;5156
10460;120;5157
10461;120;5158
10462;120;5159
10463;122;5160
10464;122;5161
10465;121;5162
10466;122;5163
10467;122;5164
10468;122;5165
10469;122;5166
10470;122;5167
10471;122;5168
10472;122;5169
10473;122;5170
10474;122;5171
10475;122;5172
10476;122;5173
10477;121;5174
10478;122;5175
10479;122;5176
10480;122;5177
10481;122;5178
10482;122;5179
10483;120;5180
10484;122;5181
10485;122;5182
10486;122;5183
10487;122;5184
10488;121;5185
10489;120;5186
10490;121;5187
10491;122;5188
10492;122;5189
10493;122;5190
10494;122;5191
10495;122;5192
10496;122;5193
10497;122;5194
10498;120;5195
10499;122;5196
10500;121;5197
10501;120;5198
10502;122;5199
10503;122;5200
10504;122;5201
10505;122;5202
10506;121;5203
10507;122;5204
10508;122;5205
10509;122;5206
10510;120;5207
10511;122;5208
10512;122;5209
10513;115;5210
10514;115;5211
10515;115;5212
10516;116;5213
10517;115;5214
10518;115;5215
10519;115;5216
10520;116;5217
10521;115;5218
10522;116;5219
10523;116;5220
10524;116;5221
10525;115;5222
10526;115;5223
10527;116;5224
10528;115;5225
10529;116;5226
10530;115;5227
10531;116;5228
10532;116;5229
10533;115;5230
10534;115;5231
10535;116;5232
10536;116;5233
10537;116;5234
10538;115;5235
10539;116;5236
10540;116;5237
10541;116;5238
10542;116;5239
10543;115;5240
10544;116;5241
10545;116;5242
10546;115;5243
10547;116;5244
10548;116;5245
10549;116;5246
10550;116;5247
10551;116;5248
10552;116;5249
10553;116;5250
10554;127;5251
10555;127;5252
10556;125;5253
10557;125;5254
10558;125;5255
10559;125;5256
10560;127;5257
10561;125;5258
10562;125;5259
10563;125;5260
10564;125;5261
10565;125;5262
10566;125;5263
10567;125;5264
10568;125;5265
10569;127;5266
10570;125;5267
10571;125;5268
10572;126;5269
10573;125;5270
10574;125;5271
10575;125;5272
10576;125;5273
10577;125;5274
10578;125;5275
10579;126;5276
10580;125;5277
10581;125;5278
10582;125;5279
10583;125;5280
10584;125;5281
10585;125;5282
10586;125;5283
10587;125;5284
10588;127;5285
10589;125;5286
10590;125;5287
10591;125;5288
10592;125;5289
10593;125;5290
10594;126;5291
10595;127;5292
10596;127;5293
10597;127;5294
10598;125;5295
10599;127;5296
10600;126;5297
10601;126;5298
10602;126;5299
10603;126;5300
10604;126;5301
10605;126;5302
10606;127;5303
10607;127;5304
10608;126;5305
10609;126;5306
10610;126;5307
10611;125;5308
10612;126;5309
10613;126;5310
10614;126;5311
10615;126;5312
10616;126;5313
10617;126;5314
10618;126;5315
10619;126;5316
10620;126;5317
10621;125;5318
10622;125;5319
10623;125;5320
10624;126;5321
10625;125;5322
10626;126;5323
10627;126;5324
10628;125;5325
10629;126;5326
10630;127;5327
10631;126;5328
10632;126;5329
10633;125;5330
10634;126;5331
10635;126;5332
10636;127;5333
10637;126;5334
10638;125;5335
10639;127;5336
10640;126;5337
10641;125;5338
10642;125;5339
10643;127;5340
10644;126;5341
10645;127;5342
10646;127;5343
10647;126;5344
10648;126;5345
10649;127;5346
10650;127;5347
10651;126;5348
10652;127;5349
10653;127;5350
10654;127;5351
10655;127;5352
10656;127;5353
10657;127;5354
10658;85;5356
10659;85;5357
10660;85;5358
10661;85;5359
10662;85;5360
10663;87;5361
10664;87;5362
10665;87;5363
10666;87;5364
10667;87;5365
10668;86;5366
10669;87;5367
10670;86;5368
10671;86;5369
10672;85;5370
10673;86;5371
10674;87;5372
10675;86;5373
10676;87;5374
10677;86;5375
10678;87;5376
10679;86;5377
10680;86;5378
10681;87;5379
10682;87;5380
10683;87;5381
10684;86;5382
10685;128;5383
10686;128;5384
10687;128;5385
10688;128;5386
10689;128;5387
10690;128;5388
10691;128;5389
10692;128;5390
10693;128;5391
10694;128;5392
10695;128;5393
10696;128;5394
10697;128;5395
10698;128;5396
10699;128;5397
10700;128;5398
10701;128;5399
10702;128;5400
10703;128;5401
10704;128;5402
10705;128;5403
10706;128;5404
10707;128;5405
10708;128;5406
10709;128;5407
10710;128;5408
10711;128;5409
10712;128;5410
10713;128;5411
10714;128;5412
10715;128;5413
10716;128;5414
10717;128;5415
10718;128;5416
10719;128;5417
10720;128;5418
10721;128;5419
10722;128;5420
10723;128;5421
10724;128;5422
10725;128;5423
10726;128;5424
10727;128;5425
10728;128;5426
10729;128;5427
10730;128;5428
10731;142;5429
10732;142;5430
10733;142;5431
10734;142;5432
10735;142;5433
10736;142;5434
10737;142;5435
10738;142;5436
10739;142;5437
10740;142;5438
10741;142;5439
10742;142;5440
10743;142;5441
10744;142;5442
10745;142;5443
10746;142;5444
10747;142;5445
10748;142;5446
10749;142;5447
10750;142;5448
10751;143;5449
10752;143;5450
10753;143;5451
10754;143;5452
10755;143;5453
10756;143;5454
10757;143;5455
10758;143;5456
10759;143;5457
10760;143;5458
10761;143;5459
10762;143;5460
10763;143;5461
10764;143;5462
10765;143;5463
10766;143;5464
10767;143;5465
10768;143;5466
10769;143;5467
10770;166;5522
10771;166;5523
10772;166;5524
10773;165;5525
10774;166;5526
10775;167;5527
10776;166;5528
10777;166;5529
10778;165;5530
10779;166;5531
10780;166;5532
10781;166;5533
10782;165;5534
10783;167;5535
10784;165;5536
10785;167;5537
10786;165;5538
10787;167;5539
10788;165;5540
10789;166;5541
10790;166;5542
10791;167;5543
10792;167;5544
10793;166;5545
10794;167;5546
10795;165;5547
10796;165;5548
10797;166;5549
10798;165;5550
10799;167;5551
10800;165;5552
10801;165;5553
10802;165;5554
10803;166;5555
10804;166;5556
10805;166;5557
10806;165;5558
10807;167;5559
10808;166;5560
10809;166;5561
10810;166;5562
10811;165;5563
10812;165;5564
10813;166;5565
10814;167;5566
10815;156;5567
10816;156;5568
10817;156;5569
10818;156;5570
10819;156;5571
10820;156;5572
10821;156;5573
10822;157;5574
10823;157;5575
10824;156;5576
10825;156;5577
10826;156;5578
10827;156;5579
10828;156;5580
10829;157;5581
10830;156;5582
10831;156;5583
10832;157;5584
10833;157;5585
10834;156;5586
10835;156;5587
10836;156;5588
10837;156;5589
10838;156;5590
10839;156;5591
10840;156;5592
10841;156;5593
10842;156;5594
10843;157;5595
10844;156;5596
10845;157;5597
10846;156;5598
10847;156;5599
10848;157;5600
10849;156;5601
10850;157;5602
10851;157;5603
10852;157;5604
10853;157;5605
10854;157;5606
10855;157;5607
10856;157;5608
10857;156;5609
10858;156;5610
10859;156;5611
10860;157;5612
10861;156;5613
10862;156;5614
10863;156;5615
10864;156;5616
10865;156;5617
10866;156;5618
10867;157;5619
10868;156;5620
10869;156;5621
10870;156;5622
10871;156;5623
10872;156;5624
10873;156;5625
10874;157;5626
10875;157;5627
10876;156;5628
10877;156;5629
10878;156;5630
10879;156;5631
10880;156;5632
10881;156;5633
10882;157;5634
10883;156;5635
10884;156;5636
10885;158;5637
10886;158;5638
10887;159;5639
10888;159;5640
10889;158;5641
10890;159;5642
10891;159;5643
10892;158;5644
10893;158;5645
10894;158;5646
10895;158;5647
10896;158;5648
10897;158;5649
10898;158;5650
10899;159;5651
10900;158;5652
10901;158;5653
10902;159;5654
10903;158;5655
10904;158;5656
10905;159;5657
10906;158;5658
10907;159;5659
10908;158;5660
10909;158;5661
10910;158;5662
10911;158;5663
10912;158;5664
10913;158;5665
10914;159;5666
10915;158;5667
10916;159;5668
10917;158;5669
10918;159;5670
10919;158;5671
10920;159;5672
10921;158;5673
10922;159;5674
10923;158;5675
10924;158;5676
10925;158;5677
10926;159;5678
10927;159;5679
10928;158;5680
10929;158;5681
10930;158;5682
10931;159;5683
10932;158;5684
10933;158;5685
10934;158;5686
10935;158;5687
10936;158;5688
10937;159;5689
10938;159;5690
10939;159;5691
10940;158;5692
10941;159;5693
10942;158;5694
10943;159;5695
10944;159;5696
10945;158;5697
10946;158;5698
10947;158;5699
10948;155;5700
10949;155;5701
10950;155;5702
10951;155;5703
10952;155;5704
10953;155;5705
10954;155;5706
10955;155;5707
10956;155;5708
10957;155;5709
10958;155;5710
10959;155;5711
10960;155;5712
10961;155;5713
10962;155;5714
10963;155;5715
10964;155;5716
10965;155;5717
10966;155;5718
10967;155;5719
10968;155;5720
10969;155;5721
10970;155;5722
10971;155;5723
10972;155;5724
10973;155;5725
10974;155;5726
10975;155;5727
10976;155;5728
10977;155;5729
10978;155;5730
10979;155;5731
10980;155;5732
10981;155;5733
10982;155;5734
10983;155;5735
10984;155;5736
10985;155;5737
10986;155;5738
10987;155;5739
10988;155;5740
10989;155;5741
10990;155;5742
10991;155;5743
10992;155;5744
10993;155;5745
10994;155;5746
10995;155;5747
10996;155;5748
10997;155;5749
10998;155;5750
10999;155;5751
11000;155;5752
11001;155;5753
11002;155;5754
11003;155;5755
11004;155;5756
11005;155;5757
11006;155;5758
11007;155;5759
11008;155;5760
11009;155;5761
11010;155;5762
11011;155;5763
11012;155;5764
11013;155;5765
11014;155;5766
11015;150;5767
11016;150;5768
11017;150;5769
11018;150;5770
11019;151;5771
11020;150;5772
11021;150;5773
11022;150;5774
11023;151;5775
11024;151;5776
11025;151;5777
11026;152;5778
11027;151;5779
11028;152;5780
11029;151;5781
11030;151;5782
11031;151;5783
11032;151;5784
11033;150;5785
11034;150;5786
11035;151;5787
11036;150;5788
11037;150;5789
11038;150;5790
11039;152;5791
11040;151;5792
11041;150;5793
11042;150;5794
11043;150;5795
11044;151;5796
11045;150;5797
11046;150;5798
11047;150;5799
11048;151;5800
11049;151;5801
11050;150;5802
11051;150;5803
11052;150;5804
11053;150;5805
11054;151;5806
11055;150;5807
11056;150;5808
11057;151;5809
11058;151;5810
11059;151;5811
11060;151;5812
11061;150;5813
11062;150;5814
11063;150;5815
11064;151;5816
11065;151;5817
11066;152;5818
11067;151;5819
11068;151;5820
11069;151;5821
11070;151;5822
11071;151;5823
11072;152;5824
11073;151;5825
11074;150;5826
11075;151;5827
11076;150;5828
11077;151;5829
11078;151;5830
11079;152;5831
11080;164;5832
11081;162;5833
11082;163;5834
11083;163;5835
11084;163;5836
11085;162;5837
11086;162;5838
11087;163;5839
11088;163;5840
11089;164;5841
11090;163;5842
11091;163;5843
11092;164;5844
11093;163;5845
11094;163;5846
11095;163;5847
11096;163;5848
11097;162;5849
11098;163;5850
11099;162;5851
11100;163;5852
11101;162;5853
11102;162;5854
11103;162;5855
11104;164;5856
11105;162;5857
11106;162;5858
11107;164;5859
11108;163;5860
11109;162;5861
11110;162;5862
11111;164;5863
11112;163;5864
11113;162;5865
11114;162;5866
11115;162;5867
11116;162;5868
11117;163;5869
11118;164;5870
11119;162;5871
11120;162;5872
11121;163;5873
11122;160;5874
11123;160;5875
11124;161;5876
11125;161;5877
11126;160;5878
11127;160;5879
11128;160;5880
11129;160;5881
11130;160;5882
11131;161;5883
11132;160;5884
11133;161;5885
11134;160;5886
11135;160;5887
11136;161;5888
11137;160;5889
11138;160;5890
11139;161;5891
11140;161;5892
11141;161;5893
11142;161;5894
11143;161;5895
11144;161;5896
11145;160;5897
11146;161;5898
11147;161;5899
11148;161;5900
11149;161;5901
11150;160;5902
11151;160;5903
11152;160;5904
11153;161;5905
11154;161;5906
11155;160;5907
11156;160;5908
11157;160;5909
11158;160;5910
11159;160;5911
11160;160;5912
11161;160;5913
11162;160;5914
11163;161;5915
11164;160;5916
11165;160;5917
11166;160;5918
11167;160;5919
11168;160;5920
11169;160;5921
11170;160;5922
11171;160;5923
11172;160;5924
11173;160;5925
11174;160;5926
11175;160;5927
11176;153;5928
11177;153;5929
11178;154;5930
11179;154;5931
11180;153;5932
11181;154;5933
11182;153;5934
11183;153;5935
11184;153;5936
11185;154;5937
11186;154;5938
11187;154;5939
11188;154;5940
11189;154;5941
11190;153;5942
11191;153;5943
11192;153;5944
11193;153;5945
11194;154;5946
11195;153;5947
11196;154;5948
11197;153;5949
11198;154;5950
11199;153;5951
11200;153;5952
11201;154;5953
11202;153;5954
11203;153;5955
11204;154;5956
11205;154;5957
11206;154;5958
11207;154;5959
11208;153;5960
11209;153;5961
11210;153;5962
11211;153;5963
11212;153;5964
11213;153;5965
11214;153;5966
11215;153;5967
11216;153;5968
11217;153;5969
11218;153;5970
11219;154;5971
11220;154;5972
11221;153;5973
11222;153;5974
11223;154;5975
11224;153;5976
11225;154;5977
11226;153;5978
11227;153;5979
11228;153;5980
11229;153;5981
11230;154;5982
11231;154;5983
11232;153;5984
11233;153;5985
11234;153;5986
11235;99;6053
11236;99;6054
11237;99;6055
11238;98;6056
11239;98;6057
11240;99;6058
11241;99;6059
11242;99;6060
11243;99;6061
11244;99;6062
11245;98;6063
11246;99;6064
11247;99;6065
11248;99;6066
11249;99;6067
11250;99;6068
11251;99;6069
11252;99;6070
11253;99;6071
11254;91;6072
11255;91;6073
11256;90;6074
11257;91;6075
11258;90;6076
11259;91;6077
11260;90;6078
11261;91;6079
11262;91;6080
11263;91;6081
11264;91;6082
11265;91;6083
11266;91;6084
11267;91;6085
11268;91;6086
11269;90;6087
11270;90;6088
11271;91;6089
11272;91;6090
11273;91;6091
11274;91;6092
11275;91;6093
11276;90;6094
11277;91;6095
11278;91;6096
11279;91;6097
11280;91;6098
11281;90;6099
11282;91;6100
11283;90;6101
11284;91;6102
11285;90;6103
11286;90;6104
11287;90;6105
11288;91;6106
11289;91;6107
11290;90;6108
11291;91;6109
11292;90;6110
11293;91;6111
11294;91;6112
11295;91;6113
11296;91;6114
11297;91;6115
11298;90;6116
11299;91;6117
11300;91;6118
11301;90;6119
11302;91;6120
11303;91;6121
11304;90;6122
11305;91;6123
11306;91;6124
11307;92;6125
11308;93;6126
11309;93;6127
11310;93;6128
11311;92;6129
11312;93;6130
11313;93;6131
11314;93;6132
11315;92;6133
11316;92;6134
11317;92;6135
11318;93;6136
11319;92;6137
11320;93;6138
11321;92;6139
11322;93;6140
11323;92;6141
11324;92;6142
11325;92;6143
11326;92;6144
11327;92;6145
11328;93;6146
11329;92;6147
11330;92;6148
11331;93;6149
11332;89;6150
11333;89;6151
11334;88;6152
11335;89;6153
11336;88;6154
11337;88;6155
11338;89;6156
11339;88;6157
11340;88;6158
11341;89;6159
11342;88;6160
11343;89;6161
11344;89;6162
11345;88;6163
11346;88;6164
11347;88;6165
11348;88;6166
11349;88;6167
11350;88;6168
11351;88;6169
11352;88;6170
11353;89;6171
11354;89;6172
11355;89;6173
11356;88;6174
11357;89;6175
11358;89;6176
11359;89;6177
11360;89;6178
11361;88;6179
11362;88;6180
11363;89;6181
11364;97;6182
11365;97;6183
11366;97;6184
11367;97;6185
11368;97;6186
11369;97;6187
11370;97;6188
11371;97;6189
11372;97;6190
11373;96;6191
11374;97;6192
11375;97;6193
11376;96;6194
11377;96;6195
11378;96;6196
11379;97;6197
11380;97;6198
11381;96;6199
11382;96;6200
11383;97;6201
11384;97;6202
11385;97;6203
11386;97;6204
11387;97;6205
11388;97;6206
11389;96;6207
11390;97;6208
11391;97;6209
11392;97;6210
11393;96;6211
11394;96;6212
11395;96;6213
11396;97;6214
11397;96;6215
11398;97;6216
11399;97;6217
11400;97;6218
11401;97;6219
11402;97;6220
11403;97;6221
11404;97;6222
11405;97;6223
11406;96;6224
11407;96;6225
11408;96;6226
11409;97;6227
11410;96;6228
11411;97;6229
11412;97;6230
11413;97;6231
11414;97;6232
11415;97;6233
11416;97;6234
11417;97;6235
11418;97;6236
11419;97;6237
11420;97;6238
11421;97;6239
11422;97;6240
11423;97;6241
11424;97;6242
11425;96;6243
11426;96;6244
11427;96;6245
11428;96;6246
11429;97;6247
11430;96;6248
11431;96;6249
11432;97;6250
11433;96;6251
11434;96;6252
11435;97;6253
11436;97;6254
11437;96;6255
11438;97;6256
11439;97;6257
11440;97;6258
11441;97;6259
11442;97;6260
11443;97;6261
11444;96;6262
11445;97;6263
11446;97;6264
11447;97;6265
11448;96;6266
11449;97;6267
11450;96;6268
11451;97;6269
11452;96;6270
11453;96;6271
11454;96;6272
11455;97;6273
11456;96;6274
11457;97;6275
11458;97;6276
11459;97;6277
11460;97;6278
11461;97;6279
11462;97;6280
11463;96;6281
11464;97;6282
11465;96;6283
11466;97;6284
11467;97;6285
11468;96;6286
11469;97;6287
11470;97;6288
11471;96;6289
11472;96;6290
11473;97;6291
11474;97;6292
11475;96;6293
11476;97;6294
11477;97;6295
11478;96;6296
11479;96;6297
11480;97;6298
11481;96;6299
11482;97;6300
11483;96;6301
11484;96;6302
11485;97;6303
11486;96;6304
11487;97;6305
11488;97;6306
11489;97;6307
11490;95;6308
11491;95;6309
11492;95;6310
11493;95;6311
11494;95;6312
11495;95;6313
11496;95;6314
11497;95;6315
11498;95;6316
11499;94;6317
11500;95;6318
11501;94;6319
11502;95;6320
11503;94;6321
11504;94;6322
11505;95;6323
11506;95;6324
11507;95;6325
11508;94;6326
11509;94;6327
11510;94;6328
11511;94;6329
11512;94;6330
11513;95;6331
11514;95;6332
11515;95;6333
11516;94;6334
11517;95;6335
11518;95;6336
11519;95;6337
11520;95;6338
11521;95;6339
11522;94;6340
11523;95;6341
11524;94;6342
11525;87;6343
11526;86;6344
11527;85;6345
11528;86;6346
11529;85;6347
11530;87;6348
11531;86;6349
11532;86;6350
11533;87;6351
11534;87;6352
11535;85;6353
11536;85;6354
11537;86;6355
11538;86;6356
11539;87;6357
11540;85;6358
11541;86;6359
11542;87;6360
11543;86;6361
11544;86;6362
11545;85;6363
11546;85;6364
11547;86;6365
11548;85;6366
11549;87;6367
11550;85;6368
11551;85;6369
11552;86;6370
11553;86;6371
11554;85;6372
11555;87;6373
11556;87;6374
11557;86;6375
11558;86;6376
11559;86;6377
11560;86;6378
11561;86;6379
11562;86;6380
11563;87;6381
11564;85;6382
11565;86;6383
11566;86;6384
11567;86;6385
11568;86;6386
11569;86;6387
11570;133;6388
11571;133;6389
11572;134;6390
11573;133;6391
11574;133;6392
11575;133;6393
11576;134;6394
11577;134;6395
11578;134;6396
11579;134;6397
11580;134;6398
11581;133;6399
11582;133;6400
11583;133;6401
11584;133;6402
11585;134;6403
11586;134;6404
11587;134;6405
11588;134;6406
11589;134;6407
11590;134;6408
11591;134;6409
11592;134;6410
11593;134;6411
11594;133;6412
11595;133;6413
11596;133;6414
11597;133;6415
11598;134;6416
11599;134;6417
11600;133;6418
11601;134;6419
11602;133;6420
11603;134;6421
11604;133;6422
11605;133;6423
11606;134;6424
11607;133;6425
11608;133;6426
11609;133;6427
11610;133;6428
11611;133;6429
11612;134;6430
11613;133;6431
11614;134;6432
11615;134;6433
11616;134;6434
11617;134;6435
11618;134;6436
11619;134;6437
11620;134;6438
11621;134;6439
11622;133;6440
11623;134;6441
11624;134;6442
11625;134;6443
11626;134;6444
11627;133;6445
11628;133;6446
11629;133;6447
11630;133;6448
11631;133;6449
11632;134;6450
11633;134;6451
11634;134;6452
11635;133;6453
11636;134;6454
11637;110;6455
11638;110;6456
11639;110;6457
11640;110;6458
11641;110;6459
11642;110;6460
11643;110;6461
11644;110;6462
11645;110;6463
11646;110;6464
11647;110;6465
11648;110;6466
11649;110;6467
11650;110;6468
11651;110;6469
11652;110;6470
11653;110;6471
11654;110;6472
11655;110;6473
11656;110;6474
11657;109;6475
11658;109;6476
11659;109;6477
11660;109;6478
11661;109;6479
11662;109;6480
11663;109;6481
11664;109;6482
11665;109;6483
11666;109;6484
11667;109;6485
11668;109;6486
11669;109;6487
11670;109;6488
11671;109;6489
11672;109;6490
11673;109;6491
11674;109;6492
11675;109;6493
11676;109;6494
11677;111;6495
11678;111;6496
11679;111;6497
11680;111;6498
11681;111;6499
11682;111;6500
11683;111;6501
11684;111;6502
11685;111;6503
11686;111;6504
11687;111;6505
11688;111;6506
11689;111;6507
11690;111;6508
11691;111;6509
11692;111;6510
11693;111;6511
11694;111;6512
11695;111;6513
11696;111;6514
11697;111;6515
11698;119;6516
11699;119;6517
11700;119;6518
11701;119;6519
11702;119;6520
11703;119;6521
11704;119;6522
11705;119;6523
11706;119;6524
11707;119;6525
11708;119;6526
11709;119;6527
11710;119;6528
11711;119;6529
11712;119;6530
11713;119;6531
11714;119;6532
11715;119;6533
11716;119;6534
11717;119;6535
11718;118;6536
11719;118;6537
11720;118;6538
11721;118;6539
11722;118;6540
11723;118;6541
11724;118;6542
11725;118;6543
11726;118;6544
11727;118;6545
11728;118;6546
11729;118;6547
11730;118;6548
11731;118;6549
11732;118;6550
11733;118;6551
11734;118;6552
11735;118;6553
11736;118;6554
11737;118;6555
11738;128;6556
11739;128;6557
11740;128;6558
11741;128;6559
11742;128;6560
11743;128;6561
11744;128;6562
11745;128;6563
11746;128;6564
11747;128;6565
11748;128;6566
11749;128;6567
11750;128;6568
11751;128;6569
11752;128;6570
11753;128;6571
11754;128;6572
11755;128;6573
11756;128;6574
11757;128;6575
11758;123;6576
11759;123;6577
11760;123;6578
11761;123;6579
11762;123;6580
11763;123;6581
11764;123;6582
11765;123;6583
11766;123;6584
11767;123;6585
11768;123;6586
11769;123;6587
11770;123;6588
11771;123;6589
11772;123;6590
11773;123;6591
11774;123;6592
11775;123;6593
11776;123;6594
11777;123;6595
11778;174;4
11779;175;5
11780;174;6
11781;175;7
11782;170;8
11783;169;9
11784;171;10
11785;170;11
11786;170;12
11787;173;13
11788;176;24
11789;176;25
11790;176;26
11791;177;27
11792;177;28
11793;177;29
11794;172;30
11795;171;31
11796;173;32
11797;173;33
11798;178;34
11799;178;35
11800;178;36
11801;180;37
11802;179;38
11803;180;39
11804;181;40
11805;170;41
11806;182;42
11807;183;43
11808;184;44
11809;185;45
11810;185;46
11811;185;47
11812;186;48
11813;186;49
11814;186;50
11815;180;51
11816;180;52
11817;179;53
11818;188;54
11819;187;55
11820;187;56
11821;188;57
11822;188;58
11823;191;59
11824;191;60
11825;191;61
11826;194;62
11827;194;63
11828;194;64
11829;197;65
11830;197;66
11831;197;67
11832;196;68
11833;196;69
11834;196;70
11835;195;71
11836;195;72
11837;195;73
11838;186;80
11839;186;81
11840;186;82
11841;188;83
11842;188;84
11843;188;85
11844;176;86
11845;176;87
11846;176;88
11847;182;89
11848;182;90
11849;183;91
11850;183;92
11851;184;93
11852;181;94
11853;184;95
11854;181;96
11855;186;97
11856;186;98
11857;192;99
11858;193;100
11859;193;101
11860;192;102
11861;193;103
11862;170;104
11863;170;105
11864;170;106
11865;172;107
11866;172;108
11867;175;109
11868;174;110
11869;198;111
11870;198;112
11871;198;113
11872;175;114
11873;174;115
11874;199;116
11875;199;117
11876;199;118
11877;169;119
11878;169;120
11879;169;121
11880;169;122
11881;181;123
11882;181;124
11883;181;125
11884;181;126
11885;172;127
11886;171;128
11887;172;129
11888;171;130
11889;188;131
11890;188;132
11891;188;133
11892;174;134
11893;174;135
11894;174;136
11895;179;137
11896;179;138
11897;179;139
11898;200;140
11899;200;141
11900;200;142
11901;200;143
11902;201;144
11903;201;145
11904;201;146
11905;202;147
11906;202;148
11907;202;149
11908;187;150
11909;187;151
11910;187;152
11911;203;153
11912;203;154
11913;203;155
11914;189;156
11915;189;157
11916;189;158
11917;190;159
11918;190;160
11919;190;161
11920;204;163
11921;204;162
11922;204;164
11923;205;165
11924;205;166
11925;205;167
11926;206;168
11927;206;169
11928;206;170
11929;227;161
11930;227;169
11931;227;128
11932;227;303
11933;227;304
11934;227;302
11935;227;174
11936;227;175
11937;227;176
11938;227;170
11939;227;155
11940;227;173
11941;227;152
11942;227;154
11943;227;163
11944;227;158
11945;220;62
11946;220;151
11947;220;58
11948;220;146
11949;220;57
11950;220;150
11951;220;144
11952;220;60
11953;220;149
11954;220;147
11955;220;69
11956;220;52
11957;220;51
11958;220;56
11959;220;53
11960;220;65
11961;220;66
11962;220;54
11963;220;61
11964;220;148
11965;220;64
11966;220;63
11967;220;67
11968;220;68
11969;220;70
11970;220;145
11971;220;55
11972;220;59
11973;221;120
11974;221;108
11975;221;110
11976;221;102
11977;221;124
11978;221;101
11979;221;107
11980;221;116
11981;221;122
11982;221;114
11983;221;117
11984;221;121
11985;221;112
11986;221;115
11987;221;119
11988;221;103
11989;221;118
11990;221;111
11991;221;123
11992;221;113
11993;221;106
11994;221;109
11995;223;351
11996;223;349
11997;223;345
11998;223;358
11999;223;363
12000;223;353
12001;223;360
12002;223;361
12003;223;348
12004;223;356
12005;223;362
12006;223;342
12007;223;357
12008;223;354
12009;223;355
12010;223;352
12011;223;343
12012;223;346
12013;223;341
12014;223;344
12015;223;359
12016;223;347
12017;223;350
12018;209;29
12019;208;27
12020;208;24
12021;208;23
12022;209;40
12023;209;33
12024;209;37
12025;209;36
12026;208;32
12027;208;323
12028;208;324
12029;208;327
12030;208;326
12031;209;21
12032;209;22
12033;209;30
12034;208;26
12035;209;28
12036;209;25
12037;209;31
12038;209;39
12039;209;35
12040;209;34
12041;209;38
12042;207;19
12043;207;12
12044;207;18
12045;207;14
12046;207;15
12047;207;13
12048;207;11
12049;207;20
12050;207;17
12051;225;369
12052;225;368
12053;225;381
12054;225;379
12055;225;384
12056;224;370
12057;225;380
12058;224;376
12059;224;375
12060;224;371
12061;224;378
12062;224;385
12063;226;388
12064;226;377
12065;226;367
12066;226;372
12067;226;365
12068;226;373
12069;226;387
12070;226;364
12071;226;386
12072;225;383
12073;225;374
12074;225;366
12075;215;257
12076;216;259
12077;215;277
12078;215;256
12079;216;263
12080;215;271
12081;215;280
12082;215;278
12083;215;261
12084;215;279
12085;215;266
12086;215;294
12087;215;310
12088;215;295
12089;216;289
12090;216;292
12091;215;311
12092;215;301
12093;216;268
12094;216;264
12095;216;274
12096;216;262
12097;216;275
12098;216;276
12099;216;272
12100;216;273
12101;216;258
12102;215;270
12103;216;260
12104;215;269
12105;216;265
12106;215;267
12107;216;305
12108;216;299
12109;216;308
12110;216;309
12111;216;288
12112;216;290
12113;212;213
12114;213;222
12115;212;206
12116;212;210
12117;212;190
12118;212;216
12119;213;195
12120;212;196
12121;212;219
12122;213;205
12123;212;198
12124;212;212
12125;212;189
12126;212;217
12127;212;194
12128;212;218
12129;212;193
12130;212;209
12131;212;223
12132;212;208
12133;212;199
12134;212;197
12135;212;201
12136;212;338
12137;212;335
12138;212;330
12139;212;337
12140;212;329
12141;213;331
12142;212;328
12143;212;336
12144;212;332
12145;212;333
12146;212;334
12147;212;339
12148;212;340
12149;213;192
12150;213;226
12151;213;203
12152;213;211
12153;213;200
12154;213;224
12155;213;214
12156;213;221
12157;213;225
12158;213;204
12159;213;202
12160;213;227
12161;212;220
12162;213;191
12163;213;215
12164;213;296
12165;211;153
12166;211;177
12167;211;179
12168;210;188
12169;210;183
12170;211;164
12171;211;156
12172;210;186
12173;210;184
12174;210;180
12175;210;187
12176;210;181
12177;210;185
12178;210;316
12179;211;315
12180;210;314
12181;210;313
